reran [01/ri:'ræn/]	[01* đtừ]\n- quá khứ của rerun
resolution [01/,rezə'lu:∫n/]	[01* dtừ]\n- nghị quyết\n[02= to adop a resolution] thông qua một nghị quyết\n- sự cương quyết, sự kiên quyết, sự quyết tâm\n[02= to show a great resolution] biểu thị một quyết tâm lớn\n- quyết định, ý định kiên quyết\n[02= to carry out a resolution] thực hiện một quyết định\n[02= good resolutions] ý định gắng sửa những thói xấu\n[02= what have become of your good resolutions?] những ý định gắng sửa thói xấu của anh đã đi đến đâu rồi?\n- sự giải quyết (vấn đề, mối nghi ngờ)\n- sự dung giải, sự phân tích; sự chuyển (sang trạng thái khác)\n[02= resolution of water into steam] sự chuyển nước thành hơi\n- (y) sự tiêu độc, sự tiêu tan\n- (âm nhạc) sự chuyển sang thuận tai\n- (văn học) sự thay thế hai âm tiết ngắn bằng một âm tiết dài\n- (toán) cách giải, sự giải\n[02= resolution of vectors] sự giải vectơ
resolutive [01/rizə'lu:tiv/]	[01* ttừ]\n- để phân giải, để dung giải\n- có sức phân giải, có sức dung giải
resolvability [01/rizɔvə'biliti/]	[01* dtừ]\n- tính phân giải, tính dung giải
resolvable [01/'ri'zɔlvəbl/]	[01* ttừ]\n- có thể giải quyết được, có thể thu xếp được
resolve [01/ri'zɔlv/]	[01* dtừ]\n- quyết tâm, ý kiên quyết\n[02= to take a great resolve to shrink from no difficulty] kiên quyết không lùi bước trước một khó khăn nào\n[01* đtừ]\n- kiên quyết (làm gì)\n[02= to be resolved] kiên quyết\n- quyết định\n- giải quyết (khó khăn, vấn đề, mối nghi ngờ...)\n- (hoá) phân giải, phân tích, chuyển (sang một trạng thái khác)\n[02= water may be resolved into oxygen and hydrogen] nước có thể phân tích thành ôxy và hyđro\n- tiêu độc, tiêu tan\n- (âm nhạc) chuyển sang thuận tai\n- (toán) giải (bài toán...) 
resolved [01/ri'zɔlvd/]	[01* ttừ]\n- quyết tâm, kiên quyết
resolvent [01/ri'zɔlvənt/]	[01* ttừ]\n- (y) tiêu độc (thuốc)\n[01* dtừ]\n- (y) thuốc tiêu độc
resolver [01/ri'zɔlvə/]	[01* dtừ]\n- (hoá) dung môi; chất hoà tan\n- dụng cụ phân tích\n- (tin học) thiết bị giải\n- người kiên quyết, người quyết tâm
resonance [01/'reznəns/]	[01* dtừ]\n- tiếng âm vang; sự dội tiếng\n- (lý) cộng hưởng\n[02= acoustic resonance] cộng hưởng âm thanh\n[02= atomic resonance] cộng hưởng nguyên tử
resonance box [01/'reznəns,bɔks/]	[01* dtừ]\n- hộp cộng minh
resonant [01/'rezənənt/]	[01* ttừ]\n- âm vang; dội tiếng\n[02= resonant walls] tường dội lại tiếng\n- (lý) cộng hưởng
resonantly [01/'rezənəntli/]	[01* phtừ]\n- vang dội; vang rền; vang vọng (về âm thanh)\n- vang, âm vang (nhất là do rung; về một căn phòng)\n- vang dội lại cái gì (về địa điểm)\n- <lý> cộng hưởng
resonate [01/'rezəneit/]	[01* nđtừ]\n- vang âm; dội tiếng\n- (lý) cộng hưởng
resonator [01/'rezəneitə/]	[01* dtừ]\n- (lý) cái cộng hưởng
resorb	[01* ngđtừ]\n- hấp thu lại; tái hấp thu
re-sort [01/ri:'sɔ:t/]	[01* ngđtừ]\n- lựa chọn lại, phân loại lại
resort [01/ri:'zɔ:t/]	[01* dtừ]\n- cái dùng đến, phương kế, phương sách\n[02= this is to be done without resort to force] việc này phải làm mà không dùng đến vũ lực\n[02= in the last resort] như là phương sách cuối cùng\n- nơi có đông người lui tới\n[02= seaside resort] nơi nghỉ mát ở bờ biển\n[01* nđtừ]\n- dùng đến, cầu đến, nhớ vào\n[02= to resort to revolutionary violence] dùng đến bạo lực cách mạng\n- thường xuyên lui tới (nơi nào)\n[02= to resort to the nountain] thường đi chơi núi
resound [01/ri'zaund/]	[01* đtừ]\n- vang dội\n[02= resounding victories] những chiến thắng vang dội\n- dội lại (tiếng vang) ; vang lên\n[02= the room resounded with should of joy] căn phòng vang lên những tiếng reo vui\n- nêu lên rầm rộ\n[02= to resound somebody's praises] ca tụng ai
resounding [01/ri'zaundiη/]	[01* ttừ]\n- vang rền; có âm thanh lớn, có tiếng vang lớn\n- nổi danh, lừng lẫy (về một sự kiện) 
resoundingly [01/ri'zaundiηli/]	[01* phtừ]\n- vang rền; có âm thanh lớn, có tiếng vang lớn\n- nổi danh, lừng lẫy
resource [01/ri'sɔ:s ; ri'zɔ:s/]	[01* dtừ]\n- phương sách, phương kế, thủ đoạn, cách xoay xở; chỗ trông mong vào (khi gặp thế bí)\n[02= to be at the end of one's resources] hết kế, vô phương, không còn trông mong (xoay xở) vào đâu được\n- (số nhiều) tài nguyên\n[02= a country with abundant natural resources] một nước tài nguyên phong phú\n- (số nhiều) tiềm lực kinh tế và quân sự (của một nước)\n- sự giải trí, sự tiêu khiển\n[02= reading is a great resource] đọc sách là một sự tiêu khiển rất tốt\n- tài xoay sở, tài tháo vát, tài vặt\n[02= a man of resource] người tháo vát, người có tài xoay xở
resourceful [01/ri'sɔ:sful/]	[01* ttừ]\n- có tài xoay xở, tháo vát, nhiều thủ đoạn, nhiều tài vặt
resourcefully [01/ri'sɔ:sfəli/]	[01* phtừ]\n- tháo vát, có tài xoay sở; nhiều thủ đoạn
resourcefulness [01/ri'sɔ:sfulnis/]	[01* dtừ]\n- tài xoay xở, tài tháo vát, tài vặt
resourceless [01/ri'sɔ:slis/]	[01* ttừ]\n- vô kế, vô phương, không trông mong vào đâu được\n- không có tài xoay xở, không tháo vát
resourcelessness [01/ri'sɔ:slisnis/]	[01* dtừ]\n- sự vô kế, sự vô phương, tình trạng không trông mong vào đâu được\n- sự không có tài xoay xở, tính không tháo vát
resovable	- giải được
respecful [01/ris'pektful/]	[01* ttừ]\n- tỏ vẻ tôn trọng, tỏ vẻ tôn kính\n[02= respecful hevaviour] thái độ tôn kính\n[02= to keep someone at a respecful distance] để cho ai phải kính nể mình
respecfully [01/ris'pektfuli/]	[01* phtừ]\n- với vẻ tôn trọng, với vẻ tôn kính\n[04! Yours respectfully]\n- kính thư (công thức cuối thư) 
respect [01/ri'spekt/]	[01* dtừ]\n- sự tôn trọng, sự kính trọng\n[02= to have respect for somebody] tôn trọng người nào\n- (số nhiều) lời kính thăm\n[02= give my respects to your uncle] cho tôi gửi lời kính thăm chú anh\n[02= to go to pay one's respects to] đến chào (ai)\n- sự lưu tâm, sự chú ý\n[02= to do something without respect to the consequences] làm việc gì mà không chú ý đến hậu quả\n- mối quan hệ, mối liên quan\n[02= with respect to; in respect of] về, đối với (vấn đề gì, ai...)\n- điểm; phương diện\n[02= in every respect; in all respects] mọi phương diện\n[01* ngđtừ]\n- tôn trọng, kính trọng\n[02= to be respected by all] được mọi người kính trọng\n[02= to respect the law] tôn trọng luật pháp\n[02= to respect oneself] sự trọng\n- lưu tâm, chú ý
respectability [01/ris,pektə'biliti/]	[01* dtừ]\n- sự đáng tôn trọng; tư cách đáng trọng\n- người đáng trọng
respectable [01/ri'spektəbl/]	[01* ttừ]\n- đáng trọng; đáng kính\n- đứng đắn, đoan trang, chỉnh tề\n[02= respectable people] những người đứng đắn đáng trọng\n[02= respectable clothes] quần áo chỉnh tề\n- kha khá, khá lớn, đáng kể\n[02= of respectable height] có tầm cao kha khá\n[02= a respectable sum of money] số tiền khá lớn
respectably [01/ri'spektəbli/]	[01* phtừ]\n- một cách đáng trọng, một cách đáng kính\n- một cách đứng đắn, một cách chỉnh tề\n- kha khá, khá lớn, một cách đáng kể
respecter [01/ri'spektə/]	[01* dtừ]\n- người hay thiên vị (kẻ giàu sang)\n[02= to be no respecter of persons] không phải là người hay thiên vị kẻ giàu sang; không phải là người hay phân biệt địa vị\n[02= death is no respecter of persons] thần chết chẳng tha ai cả
respectful [01/ri'spektfl/]	[01* ttừ]\n- lễ phép; kính cẩn, bày tỏ sự kính trọng
respectfully [01/ri'spektfuli/]	[01* phtừ]\n- lễ phép; kính cẩn, bày tỏ sự kính trọng
respectfulness [01/ri'spektfənis/]	[01* dtừ]\n- sự lễ phép; sự kính cẩn
