thermo-battery [01/'θə:mə(u) 'bætəri/]	[01* dtừ]\n- (điện) pin nhiệt điện
thermostatic [01/,θə:mə'stætik/]	[01* ttừ]\n- nhiệt tĩnh
thermostatics [01/'θə:moustætiks/]	[01* dtừ, s/n dùng như số ít]\n- nhiệt tĩnh học
thermotechnics [01/'θə:mou'tekniks/]	[01* dtừ, s/n dùng như số ít]\n- kỹ thuật nhiệt
thermotherapy [01/,θə:mou'θerəpi/]	[01* dtừ]\n- (y) phép chữa (bệnh) bằng nhiệt
thermotic [01/θə:'mɔtik/]	[01* ttừ]\n- thuộc nhiệt
thermotropism [01/θə'mɔtrəpizəm/]	[01* dtừ]\n- (thực vật) tính hướng nhiệt
theroid [01/'θiərɔid/]	[01* ttừ]\n- như cầm thú
thesauri [01/θi'sɔ:rai/]	[01* dtừ] s/n [02thesauri, thesauruses]\n- bộ từ điển lớn, bộ toàn thư
thesaurus [01/θi'sɔ:rəs/]	như [03thesauri]
these [01/ðis/]	như [03this]
theses [01/'θi:sis/]	[01* dtừ] s/n [03theses]\n- luận văn, luận án\n[02= to uphold a thesis] bảo vệ một luận án\n- luận điểm, luận đề, thuyết\n- chính đề\n[02= thesis and antithesis] chính đề và phản đề
thesis [01/'θi:sis/]	như [03theses]
thespian [01/'θespiən/]	[01* ttừ]\n- (Thespian) <đùa> về sân khấu, về đóng kịch\n[01* dtừ]\n- (Thespian) <đùa> diễn viên nam, diễn viên nữ
theta-function	- hàm têta
thetic [01/'θetik/]	- Cách viết khác : [03thetical]
thetical [01/'θetikəl/]	- xem [03thetic] 
theurgic [01/θi(:) 'ə:dʒik/]	- Cách viết khác : [03theurgical]
theurgical	- xem [03theurgic] 
theurgy [01/'θi:ə:dʒi/]	[01* dtừ]\n- phép màu nhiệm, phép thần thông, yêu thuật
thew [01/θju:/]	[01* dtừ s/n]\n- cơ; bắp thịt; gân\n- sức mạnh tinh thần; phẩm cách; nhân cách
thewless [01/'θju:lis/]	[01* ttừ]\n- không có bắp thịt; không có gân cốt\n- yếu đuối
thews [01/'θju:z/]	[01* dtừ s/n]\n- cơ, bắt thịt; gân\n- sức mạnh (vật chất, tinh thần) 
thewy [01/'θju:i/]	[01* ttừ]\n- lực lưỡng
they [01/đei/]	[01* dtừ]\n- chúng nó, chúng, họ\n- người ta\n[02= they say that...] người ta nói rằng...
they'd [01/đeid/]	- (tục)(vt) của [02they had, they would] 
they'll [01/đeil/]	- (tục)(vt) của [02they will, they shall] 
they're [01/đeə/]	- (tục)(vt) của [03they are] 
they've [01/đeiv/]	- vt của [03they have] 
thiamine [01/'θaiəmin/]	[01* dtừ]\n- cũng [03thiamin]\n- sinh tố B
thick [01/θik/]	[01* ttừ]\n- dày\n[02= a thick layer of sand] lớp cát dày\n- to, mập\n[02= a thick pipe] cái ống to\n- đặc, sền sệt\n[02= thick soup] cháo đặc\n- dày đặc, rậm, rậm rạp\n[02= thick fog] sương mù dày đặc\n[02= thick crowd] đám đông dày đặc, đám người đông nghịt\n[02= thick hair] tóc râm\n[02= thick forest] rừng rậm\n- ngu đần, đần độn\n- không rõ, lè nhè\n[02= a thick utterance] lời phát biểu không rõ\n[02= voice thick with drink] giọng lè nhè vì say\n- thân, thân thiết\n[02= to be thick together] thân với nhau\n[02= as thick as thieves] rất ăn ý với nhau, rất thân\n- quán nhiều, thái quá\n[02= it's a bit thick] hơi nhiều, hơi quá\n[04! thick with]\n- đầy, có nhiều\n[02= thick with dust] đầy bụi\n[04! to lay it on thick]\n- ca ngợi hết lời, tán dương hết lời\n[01* phtừ]\n- dày, dày đặc\n[02= the snow was falling thick] tuyết rơi dày đặc\n[02= thick and fast] tới tấp\n- khó, cứng; mệt nhọc, khó khăn, nặng nề\n[02= to breathe thick] thở khó khăn\n[02= to speak thick] nói khó khăn, nói lắp bắp\n[01* dtừ]\n- chỗ mập nhất, chỗ dày nhất\n[02= the thick of the leg] bắp chân\n- chính giữa, chỗ dày nhất\n[02= the thick of the forest] chính giữa rừng\n- chỗ tập trung nhất, chỗ hoạt động nhất\n[02= the thick of the fight] chỗ (lúc) ác liệt nhất của cuộc chiến đầu\n[02= in the thick of it] chính đang lúc (đánh nhau...)\n[04! through thick and thin]\n- trong mọi hoàn cảnh dễ dàng cũng như gay go; trong bất cứ điều kiện nào; kiên cường\n[04! to go through thick and thin for someone]\n- mạo hiểm vì người nào
thick-and-thin	[01* ttừ]\n- kiên định; trung thành; không lay chuyển được\n[02= thick-and-thin friend] người bạn trung thành
thicken [01/'θikən/]	[01* ngđtừ]\n- làm cho dày, làm cho dày đặc, làm cho sít\n[02= to thicken the stuff] làm cho vải dày lại\n[01* nđtừ]\n- trở nên dày\n- trở nên đặc\n- sẫm lại\n- đến nhiều\n[02= dangers thicken] tai hoạ đến nhiều\n- trở nên nhiều, trở nên phức tạp\n[02= the plot thickens] tình tiết trở nên phức tạp ly kỳ
thickening [01/'θikəniη/]	[01* dtừ]\n- sự dày đặc\n- chất (vật) làm cho đặc (xúp...)\n- chỗ đông người; chỗ dày đặc
thicket [01/'θikit/]	như [03shrubbery]
thickhead [01/'θik'hed/]	[01* dtừ]\n- người đần độn
thickheaded [01/'θik'hedid/]	[01* ttừ]\n- đần độn; ngu xuẩn
thick-headed [01/'θik'hedid/]	[01* ttừ]\n- đần độn
thickish [01/'θiki∫/]	[01* ttừ]\n- hơi dày, hơi đặc, hơi rậm; hơi sít\n- hơi u ám (thời tiết) 
thickly [01/'θikli/]	- dày; dày đặc; thành lớp dày\n- cứng; khó; mệt nhọc; khó khăn; nặng nề
thickness [01/'θiknis/]	[01* dtừ]\n- độ dày, bề dày\n- tình trạng đục, trạng thái không trong; trạng thái đặc, trạng thái sền sệt (của nước, rượu, cháo...)\n- tính dày đặc, tính rậm rạp\n- tính ngu đần, tính đần độn (người...)\n- tính không rõ, tính lè nhè (của giọng nói...)\n- lớp (đất...), tấm\n[02= three thicknesses of cardboard] ba tấm các tông\n- tình trạng u ám (thời tiết) 
thickset [01/'θikset/]	[01* ttừ]\n- rậm, um tùm\n- mập, chắc nịch (người) 
thickskin [01/'θikskin/]	[01* dtừ]\n- kẻ vô tình; đồ mặt trơ
thickskinned [01/'θik'skind/]	[01* ttừ]\n- có da dày\n- (bóng) trơ, lì, vô liêm sỉ
thick-skinned [01/'θik'skind/]	[01* ttừ]\n- có da dày\n- (bóng) trơ, lì, vô liêm sỉ, không biết nhục
thick-skulled [01/'θik'skʌld/]	như [03thick-witted]
thick-witted [01/'θik'witid/]	[01* ttừ]\n- ngu si, đần độn
thief [01/θi:f/]	như [03thieves]
thieve [01/θi:v/]	[01* đtừ]\n- ăn trộm, lấy trộm, đánh cắp, xoáy
thievery [01/'θi:vəri/]	[01* dtừ]\n- sự ăn trộm, sự ăn cắp
thieves [01/θi:vs/]	[01* dtừ] s/n [03thieves]\n- kẻ trộm, kẻ cắp\n[02= to cry out thieves] kêu trộm, hô hoán kẻ trộm\n[04! to set a thief to catch thief]\n- dùng trộm cướp bắt trộm cướp, lấy giặc bắt giặc; vỏ quít dày móng tay nhọn\n[04! thieves' Latin]\n- xem [03Latin] 
thievish [01/'θi:vi∫/]	[01* ttừ]\n- hay ăn trộm, hay ăn cắp, có tính tắt mắt\n- giống kẻ ăn trộm, có tính chất trộm cắp, như kẻ trộm
thievishly [01/'θi:vi∫li/]	[01* phtừ]\n- trộm cắp, gian trá\n- bằng cách trộm cắp, bằng cách lấy trộm, bằng cách lấy cắp
thievishness [01/'θi:vi∫nis/]	[01* dtừ]\n- tính hay trộm cắp
thigh [01/θai/]	[01* dtừ]\n- bắp đùi, bắp vế
thigh-bone [01/'θai'boun/]	[01* dtừ]\n- xương đùi
thill [01/θil/]	[01* dtừ]\n- càng xe, gọng xe
thiller [01/'θilə/]	như [03cart-horse]
thill-horse [01/'θil'hɔ:s/]	như [03cart-horse]
thimble [01/'θimbl/]	[01* dtừ]\n- cái đê (dùng để khâu tay)\n- (cơ khí) măngsông, ống lót\n- (hàng hải) vòng sắt\n[04! knight of the thimble]\n- xem [03knight] 
thimbleful [01/'θimblful/]	[01* dtừ]\n- hớp, ngụm
thimblerig [01/'θimblrig/]	như [03thimblerigging]
thimblerigger [01/'θimblrigə/]	[01* dtừ]\n- thằng bài tây, kẻ gian giảo, kẻ bịp bợm, tay cờ gian bạc lận
thimblerigging [01/'θimblrigiη/]	[01* dtừ]\n- trò bài tây
thin [01/θin/]	[01* ttừ]\n- mỏng, mảnh\n[02= a thin sheet of paper] tờ giấy mỏng\n[02= a thin piece of string] sợi dây mảnh\n- gầy gò, mảnh dẻ, mảnh khảnh\n[02= as thin as a lath] gầy như cái que\n- loãng\n[02= thin porridge] cháo loãng\n[02= thin wine] rượu nhẹ, rượu pha loãng\n[02= thin air] không khí loãng\n- thưa, thưa thớt, lơ thơ\n[02= thin hair] tóc thưa\n[02= thin audience] thính giả thưa thớt\n- nhỏ, nhỏ hẹp, yếu ớt\n[02= a thin voice] giọng nói nhỏ nhẹ\n- mong manh; nghèo nàn\n[02= a thin excuse] một lý do cáo lỗi mong manh không vững\n[02= a thin story] một câu chuyện nghèo nàn\n- (lóng) khó chịu, buồn chán\n[02= to have a thin time] buồn bực, chán\n[01* ngđtừ]\n- làm cho mỏng, làm cho mảnh\n- làm gầy đi, làm gầy bớt\n- làm loãng, pha loãng\n- làm thưa, làm giảm bớt, tỉa bớt\n[02= to thin out the leaves] tỉa bớt lá\n[01* nđtừ]\n- mỏng ra, mảnh đi\n- gầy đi\n- loãng ra\n- thưa bớt đi, thưa thớt
thine [01/đain/]	[01* ttừ sở hữu]\n- xem [03thy]\n[02= thy father or thine uncle] bố anh hay chú anh\n[01* đại từ sở hữu]\n- (thơ ca) ; (tôn giáo) cái của mày, cái của ngươi, cái của người
thin-faced [01/'θin'feist/]	[01* ttừ]\n- có nét mặt thanh
thing [01/θiη/]	[01* dtừ]\n- cái, đồ, vật, thứ, thức, điều, sự, việc, món\n[02= expensive things] những thứ đắt tiền\n- đồ dùng, dụng cụ\n[02= the things] bộ đồ trà\n- đồ đạc, quần áo...\n[02= put your things on and come for a walk] anh hãy mặc quần áo vào rồi đi chơi\n- vấn đề, điều, công việc, sự việc, chuyện\n[02= there's another thing I want to ask you about] còn một vấn đề nữa tôi muốn hỏi anh\n[02= that only makes things worse] cái đó chỉ làm cho tình hình xấu hơn, cái đó chỉ làm cho sự việc rắc rối hơn\n[02= you take things too seriously] anh quá quan hoá vấn đề\n[02= the best thing to do is...] điều đó tốt nhất là...\n[02= that is quite a different thing] đó là một việc hoàn toàn khác\n[02= I have a lot of things to do] tôi có một lô công việc phải làm\n- người, sinh vật\n[02= poor little thing!] tội nghiệp thằng bé!\n[02= you silly thing!] cậu thật là ngốc\n[02= dumb things] thú vật, súc vật\n- (pháp lý) của cải, tài sản\n[02= things personal] động sản\n- mẫu, vật mẫu, thứ, kiểu\n[02= it is the newest thing out] đây là kiểu (thứ) mới nhất\n[02= it's quite the thing] thật đúng kiểu, thật đúng mốt\n[04! above all things]\n- trên hết\n[04! as a general thing]\n- thường thường, nói chung\n[04! to know a thing or two]\n- có kinh nghiệm, láu\n[04! to look (feel) quite the thing]\n- trông ra vẻ (cảm thấy) khoẻ mạnh\n[04! to make a good thing out of something]\n- kiếm chác được ở cái gì
thingamy [01/'θiηəmi/]	như [03thingumbob]
thingum [01/'θiηəmi/]	- Cách viết khác : [03thingumajig]
thingumabob [01/'θiɳəməbɔb/]	[01* dtừ]\n- như [03thingamy] 
thingumajig [01/'θiηəmədʒig/]	như [03thingumbob]
thingumbob [01/'θiηəməbɔb/]	[01* dtừ]\n- (tục) cái, thứ, vật (dùng để chỉ cái gì người ta chợt quên đi hoặc không biết gọi tên thế nào)\n[02= my watch has a little thingamy that shows the time] chiếc đồng hồ của tôi có một cái gì nho nhỏ chỉ giờ
thingumebob	- xem [03thingum] 
thingummy [01/'θiηəmi/]	như [03thingumbob]
thingy [01/'θiηi/]	[01* dtừ]\n- (tục) người (vật) mà ta không biết tên hoặc quên tên hoặc không muốn nêu tên
think [01/θiηk/]	[01* đtừ thought]\n- nghĩ, suy nghĩ, ngẫm nghĩ\n[02= he does not say much but he thinks a lot] nó nói ít nhưng suy nghĩ nhiều\n[02= think twice before doing] hãy suy nghĩ chính chắn trước khi làm\n[02= one would have thought that] người ta có thể nghĩ rằng\n- nghĩ, tưởng, tưởng tượng, nghĩ được, nghĩ là, cho là, coi như\n[02= I think so] tôi nghĩ thế, tôi cho là thế\n[02= and to think he has gone away] và ai mà tưởng được rằng nó đã đi rồi\n[02= to you think him brave?] anh có cho nó là dũng cảm không?\n[02= to think scorn] khinh bỉ\n- nghĩ ra, thấy, hiểu\n[02= I can't think why] tôi không hiểu tại sao\n- nghĩ đến, nhớ\n[02= to think to do something] nhớ làm một việc gì\n- trông mong\n[02= I thought to have heard from you] tôi mong được nhận tin anh\n- luôn luôn nghĩ, lo nghĩ, lo lắng\n[02= to think oneself silly] nghĩ lắm đâm ra quẫn trí ngớ ngẩn\n- nuôi những ý nghĩ, nuôi những tư tưởng\n[02= to think sombre thoughts] nuôi những ý nghĩ hắc ám\n[04! to think about]\n- suy nghĩ về\n[02= to give someone something else to think about] làm cho người nào nghĩ về một chuyện khác; làm cho người nào khuây khoả\n[04! to think of]\n- nghĩ về, nghĩ đến, xét đến\n[02= to think of everything] nghĩ đến mọi việc\n[02= when I come to think of it] khi tôi nghĩ đến điều đó\n- nhớ đến, nghĩ đến\n[02= I never thought of telling you] tôi không bao giờ nhớ (nghĩ) đến việc nói với anh\n[02= to think of the name of] nhớ tên của\n- nghĩ, có ý định\n[02= to think of going for a walk] định đi chơi\n- nghĩ ra, tìm được\n[02= to think of the right word] tìm thấy được từ đúng\n- có ý kiến về, có ý nghĩ về\n[02= to think little (not much, nothing) of] không coi ra gì\n- tưởng tượng\n[02= I shouldn't think of doing such a thing] tôi không thể tưởng tượng có thể làm một việc như thế\n[04! to think out]\n- nghĩ ra, trù tính\n[02= to think out a plan] nghĩ ra một kế hoạch\n[04! to think over]\n- nghĩ về, suy nghĩ kỹ về, bàn về\n[02= on thinking it over] nghĩ kỹ đến điều đó\n[04! to think up]\n- sáng tạo ra, nghĩ ra\n[04! to think better of]\n- đánh giá (ai) cao hơn\n- suy đi tính lại lại thôi, thay đổi ý kiến\n[04! to think fit to do something]\n- quyết định làm một việc gì\n[04! to think one's time away]\n- suy nghĩ cho qua thì giờ
thinkable [01/'θiηkəbl/]	[01* ttừ]\n- có thể nghĩ ra được; có thể tưởng tượng được
thinker [01/'θiηkə/]	[01* dtừ]\n- người suy nghĩ\n- nhà tư tưởng
thinking [01/'θiηkiη/]	[01* dtừ]\n- sự suy nghĩ, sự nghĩ ngợi, sự trầm tư\n- tư tưởng, ý nghĩ, ý kiến\n[02= high thinking] tư tưởng cao xa\n[02= to my thinking] theo ý kiến tôi\n[01* ttừ]\n- suy nghĩ, suy xét, nghĩ ngợi
thinking-cap [01/'θiηkiη'kæp/]	[01* dtừ]\n- suy nghĩ tìm cách giải quyết
think-tank [01/'θiηk'tæηk/]	[01* dtừ]\n- nhóm chuyên gia cố vấn (cung cấp ý kiến và lời khuyên về các vấn đề quốc gia hoặc thương mại) 
thinly [01/'θinli/]	[01* phtừ]\n- mỏng; mong manh
thinner [01/'θinə/]	như [03thinners]
thinners [01/'θinəz/]	[01* dtừ]\n- chất để pha loãng
thinness [01/'θinnis/]	[01* dtừ]\n- tính chất mỏng, tính chất mảnh\n- tính chất gầy\n- tính chất loãng\n- tính chất thưa, tính chất thưa thớt, tính chất phân tán\n- tính mong manh; tính nghèo nàn
thinnish [01/'θini∫/]	[01* ttừ]\n- hơi mỏng, hơi mảnh\n- hơi gầy, làng nhàng, mảnh khảnh\n- hơi loãng\n- hơi thưa, hơi phân tán\n- hơi mong manh; hơi nghèo nàn
thin-skinned [01/'θin'skind/]	[01* ttừ]\n- có da mỏng\n- (bóng) dễ mếch lòng, dễ chạm tự ái
thiosulphate [01/,θaiə'sʌlfeit/]	[01* dtừ]\n- (hoá) Thiosunfat
third [01/θə:d/]	[01* ttừ]\n- thứ ba\n[02= third day] ngày thứ ba\n[02= third person] người thứ ba\n[01* dtừ]\n- một phần ba\n[02= the third of 24 is 8] một phần ba của 24 là 8\n- người thứ ba; vật thứ ba; ngày mồng ba\n[02= the third of April] ngày mồng ba tháng tư\n- (âm nhạc) quãng ba; âm ba\n- (toán) ; (thiên văn) một phần sáu mươi của giây
third degree [01/'θə:d di'gri:/]	[01* dtừ]\n- sự tra tấn
third degree burn [01/'θə:d di'gri:'bə:n/]	[01* dtừ]\n- sự bỏng cấp ba (bỏng rất nặng ở da)\n[01* ttừ]\n- bị bỏng cấp ba (ở da) 
third dimension [01/'θə:d di'men∫n/]	[01* dtừ]\n- (the third dimension) chiều cao
third party [01/'θə:d'pɑ:ti/]	[01* dtừ]\n- người thứ ba\n- bên thứ ba
third world [01/'θə:d'wə:ld/]	[01* dtừ]\n- (the Third World) thế giới thứ ba (những nước đang phát triển của châu Phi, châu A và Mỹ la tinh, nhất là những nước không liên kết với các quốc gia cộng sản hoặc phương Tây) 
thirdclass [01/'θə:d'kla:s/]	- xem [03third-class] 
third-class [01/'θə:d'kla:s/]	[01* dtừ]\n- hạng ba (trên tàu)\n- bảng ba (học sinh đi thi đạt điểm trung bình) 
thirdhand [01/'θə:d'hænd/]	- xem [03third-hand] 
third-hand [01/'θə:d'hænd/]	[01* dtừ]\n- người thứ ba; người trung gian\n[02= at third-hand] (biết được) qua người khác; người thứ ba
thirdly [01/'θə:dli/]	[01* phtừ]\n- ba là
third-party insurance [01/'θə:d'pɑ:ti in'∫uərəns/]	[01* dtừ]\n- sự bảo hiểm về thiệt hại hoặc tổn thương của người khác do người được bảo hiểm gây ra
third-rate [01/'θə:d'reit/]	[01* ttừ]\n- loại ba, tồi, kém
third-rater [01/'θə:d'reitə/]	[01* dtừ]\n- người tồi; vật ít giá trị; loại kém
thirst [01/θə:st/]	[01* dtừ]\n- sự khát nước\n[02= to quench one's thirst] làm cho hết khát\n- (bóng) sự thèm khát, sự khao khát\n[02= a thirst for knowledge] sự khao khát hiểu biết\n[01* nđtừ]\n- khát nước\n- (bóng)(+ after, for) thèm khát, khao khát\n[02= to thirst after (for) something] thèm khát (khao khát) cái gì
thirstily [01/'θə:stili/]	[01* phtừ]\n- khát, cảm thấy khát\n- (tục) gây ra khát, làm cho khát\n- khao khát, ham muốn mạnh mẽ\n- cần nước
thirsty [01/'θə:sti/]	[01* ttừ]\n- khát; làm cho khát\n[02= to be thirsty] khát\n[02= football is a thirsty game] bóng đá là một môn làm cho người ta khát nước\n- khát, khao khát\n[02= the fields are thirsty for rain] ruộng đang khát mưa\n[02= thirsty for blood] khát máu
thirteen [01/,θə:'ti:n/]	[01* ttừ]\n- mười ba\n[02= the thirteen superstition] sự mê tín cho con số 13 là gở\n[02= he is thirteen] nó mười ba tuổi\n[01* dtừ]\n- số mười ba
thirteener [01/'θə:'tinə:/]	[01* dtừ]\n- con số thứ 13\n- đồng si-linh Airơlân
thirteenth [01/'θə:ti:nθ/]	[01* ttừ]\n- thứ mười ba\n[02= the thirteenth place] chỗ thứ mười ba\n[01* dtừ]\n- một phần mười ba\n- người thứ mười ba; vật thứ mười ba; ngày mười ba\n[02= the thirteenth of June] ngày mười ba tháng sáu
thirteith	- thứ ba mươi (30) ; một phần ba mươi
thirties [01/'θə:tiz/]	[01* dtừ s/n]\n- những con số từ 30 đến 39\n- (the thirties) những năm 30 (của (thế kỷ))\n- tuổi từ 30 đến 39\n[02= she is in the early, (late) thirties] nàng 30 tuổi hơn (gần 40) 
thirtieth [01/'θə:tiəθ/]	[01* ttừ]\n- thứ ba mươi\n[01* dtừ]\n- một phần ba mươi\n- người thứ ba mươi; vật thứ ba mươi\n[02= the thirtieth of November] ngày ba mươi tháng mười một
thirty [01/'θə:ti/]	[01* dtừ]\n- số ba mươi\n- (số nhiều)(the thirties) những năm ba mươi (từ 30 đến 39 của (thế kỷ)) ; những năm tuổi trên 40 (từ 40 đến 49) 
this [01/đis/]	[01* ttừ chỉ định, số nhiều] [03these]\n- này\n[02= this box] cái hộp này\n[02= this way] lối này\n[02= by this time] bây giờ, hiện nay, lúc này\n[02= this he has been ill these two months] anh ấy ốm hai tháng nay\n[02= this day last year] ngày này năm ngoái\n[01* đại từ chỉ định, số nhiều] [03these]\n- cái này, điều này, việc này\n[02= I don't like this] tôi không thích cái này\n[02= will you have this or that?] anh muốn cái này hay cái kia?\n- thế này\n[02= to it like this] hãy làm việc dó như thế này\n[04! by this]\n- bây giờ, hiện nay, lúc này\n[04! with this; at this]\n- như thế này, cơ sự đã thế này, vào lúc sự việc thế này\n[01* phtừ]\n- như thế này\n[02= this far] xa thế này; tới đây, tới bây giờ\n[02= it was this big] nó to như thế này
thistle [01/'θisl/]	[01* dtừ]\n- (thực vật) cây kế (thuộc họ cúc) 
thistledown [01/'θistldaun/]	[01* dtừ]\n- nùi bông nhẹ chứa đựng những hạt cây kế được gió thổi từ cây kế bay đi
thistly [01/'θisli/]	[01* ttừ]\n- có gai\n- mọc đầy cúc gai
thither [01/'điđə/]	[01* phtừ]\n- (cổ) tới đó, theo hướng đó\n[02= hither and thither] đây đó, chỗ này chỗ kia
thitherward [01/'điđəwɔ:d/]	[01* phtừ]\n- về phía đó
thitherwards [01/'điđəwɔ:dz/]	như [03thitherward]
tho [01/đou/]	- viết tắt của [03though] 
tho' [01/đou/]	[01* liên từ]\n- dù, dù cho, mặc dù, dẫu cho\n[02= though it was late we decided to go] mặc dù đã muộn, chúng tôi vẫn quyết định đi\n[04! as though]\n- dường như, như thể là\n[02= he ran as though the devil were after him] nó chạy như thể có ma đuổi\n[04! even though]\n- xem [03even]\n[04! what though]\n- dù... đi nữa, dù cho\n[02= what though the way is long] dù đường có xa đi nữa\n[01* phtừ]\n- tuy nhiên, tuy thế, tuy vậy; thế nhưng\n[02= I believe him though] tuy vậy tôi tin anh ấy\n[02= he had promised to come, he didn't though] nó đã hứa đến, thế nhưng nó không đến
thole [01/θoul/]	như [03rowlock]
thole-pin [01/θoul'pin/]	như [03rowlock]
thong [01/θɔη/]	[01* dtừ]\n- dây da\n- roi da\n[01* ngđtừ]\n- buộc bằng dây da\n- đánh bằng roi da
thoraces [01/θɔ:'reisi:z/]	[01* dtừ]\n- (phẫu) ngực (phần thân thể giữa cổ và bụng)\n- (động vật) phần giữa của ba phần chính của một côn trùng (ở đó mọc ra chân và cánh)\n- <sử> giáp che ngực
thoracic [01/θɔ:'ræsik/]	[01* ttừ]\n- (phẫu),(động vật)(thuộc) ngực, ở ngực
thorax [01/'θɔ:ræks/]	[01* dtừ]\n- (phẫu),(động vật) ngực\n- (sử học) giáp che ngực
thoraxes [01/θɔ:ræksis/]	- xem [03thoraxes] 
thorite [01/'θourait/]	[01* dtừ]\n- (khoáng) Torit
thorium [01/'θɔ:riəm/]	[01* dtừ]\n- (hoá) Thori
thorn [01/θɔ:n/]	[01* dtừ]\n- gai\n- bụi gai; cây có gai\n- (bóng) sự khó khăn\n[04! to be on thorns]\n- ngồi trên đống lửa, đi trên chông gai, lo lắng không yên\n[04! a thorn in one's side (flesh)]\n- cái kim trong bụng, cái gai trước mắt, điều làm bực mình\n[04! there's no rose without a thorn]\n- xem [03rose] 
thorn-apple [01/'θɔ:n'æpl/]	[01* dtừ]\n- quả táo gai\n- quả cà độc dược
thornback [01/'θɔ:nbæk/]	[01* dtừ]\n- (động vật) cá đuối\n- con rạm
thorn-bush [01/'θɔ:nbu∫/]	[01* dtừ]\n- bụi gai
thorniness [01/'θɔ:ninis/]	[01* dtừ]\n- tính có gai\n- (bóng) tính gai góc, tính khó khăn, tính hắc búa
thornless [01/'θɔ:nlis/]	[01* ttừ]\n- không có gai\n- không khó khăn, dễ dàng
thorny [01/'θɔ:ni/]	[01* ttừ]\n- có gai, nhiều gai\n- (bóng) gai góc, khó khăn, hắc búa\n[02= a thorny subject] một vấn đề khó khăn hắc búa
thorough [01/'θʌrə/]	[01* ttừ]\n- hoàn toàn, hoàn bị, hoàn hảo\n[02= to take a thorough rest] hoàn toàn nghỉ ngơi\n- cẩn thận, kỹ lưỡng, tỉ mỉ\n[02= slow but thorough] chậm chạp nhưng cẩn thận\n[01* dtừ & phtừ]\n- (cổ)(như) [03through] 
