thrashing-mill [01/'θræ∫iηmil/]	[01* dtừ]\n- máy đập lúa\n- xem [03thrashing-machine] 
threaten [01/'θretn/]	[01* đtừ]\n- doạ, đe doạ, hăm doạ (đen & bóng)\n[02= it threatens to rain] có cơn mưa đang đe doạ
threatening [01/'θretniη/]	[01* dtừ]\n- sự đe doạ, sự hăm doạ\n[01* ttừ]\n- đe doạ\n[02= in a threatening tone] với giọng đe doạ
threateningly [01/'θretniηli/]	[01* phtừ]\n- đe doạ, hăm doạ
three [01/θri:/]	[01* ttừ]\n- ba\n[02= three times] ba lần\n[02= he is three] nó lên ba (tuổi)\n[01* dtừ]\n- số ba\n- con ba (súc sắc) quân ba (quân bài) 
three-cornered [01/'θri:'kɔ:nəd/]	[01* ttừ]\n- có ba góc
three-D [01/,θri:'di:/]	- có ba chiều (dài, rộng và sâu) 
three-decker [01/'θri:'dekə/]	[01* dtừ]\n- tàu thuỷ ba boong
three-dimensional [01/'θri: di'men∫ənl/]	[01* ttừ]\n- có ba chiều (dài, rộng và sâu) 
three-farthing [01/'θri:,fa:điη/]	[01* ttừ]\n- rẻ mạt; rẻ tiền; tội nghiệp; thảm hại; đáng khinh
threefold [01/'θri:fould/]	[01* ttừ & phtừ]\n- gấp ba, ba lần
three-handed [01/'θri:'hændid/]	[01* ttừ]\n- (có) ba tay\n- có ba người chơi; tay ba (ván bài; cuộc đấu) 
three-legged [01/'θri:'legid/]	[01* ttừ]\n- có ba chân
three-legged race [01/,θri:legid'reis/]	[01* dtừ]\n- cuộc chạy đua ba chân (cuộc thi trong đó các người thi chạy theo từng cặp, chân phải của người này buộc chặt vào chân trái của người kia) 
three-line whip [01/,θri:lein'wip/]	[01* dtừ]\n- thông báo viết của thủ lĩnh đảng gửi cho các nghị sự của đảng yêu cầu họ tham gia một cuộc tranh luận và bỏ phiếu theo một hướng riêng
three-master [01/'θri:'mɑ:stə/]	[01* dtừ]\n- (hàng hải) thuyền ba buồm
threepence [01/,θri:'pens/]	[01* dtừ]\n- ba xu (Anh) 
threepenny [01/'θrepəni ; 'θrʌpəni/]	[01* ttừ]\n- giá ba xu (Anh)(đồ vật)\n[02= threepenny bit] đồng ba xu (Anh)\n- (bóng) hèn kém, đáng khinh, tồi, chẳng đáng nửa đồng
threepenny bit [01/,θrepni'bit/]	[01* dtừ]\n- đồng tiền xưa của Anh có giá trị ba penni
three-phase [01/'θri:'feiz/]	[01* ttừ]\n- (điện học) ba pha
three-piece [01/'θri:'pi:s/]	[01* ttừ]\n- gồm ba mảnh riêng biệt
three-piled [01/'θri:'paild/]	[01* ttừ]\n- chồng ba cái một
three-ply [01/'θri:'plai/]	[01* ttừ]\n- gồm ba sợi, chập ba\n- gồm ba lớp (gỗ) 
three-point landing [01/,θri:pɔint'lændiη/]	[01* dtừ]\n- (hàng không) sự hạ cánh an toàn\n- sự kết thúc cừ
three-point turn [01/,θri:pɔint'tə:n/]	[01* dtừ]\n- phương pháp quay một chiếc ô tô...trong một không gian hẹp bằng cách tiến lên rồi lùi lại rồi lại tiến lên
three-quarter [01/'θri:'kwɔ:tə/]	[01* ttừ]\n- ba phần tư (kiểu ảnh...)\n[01* dtừ]\n- hậu vệ (bóng bầu dục) 
three-row [01/'θri:rou/]	[01* ttừ]\n- (nông) ba hàng
threescore [01/'θri:'skɔ:/]	[01* ttừ]\n- sáu mươi
three-sided [01/'θri:'saidid/]	[01* ttừ]\n- ba lên; ba mặt tay ba
threesome [01/'θri:səm/]	[01* dtừ]\n- nhóm ba người\n- trời chơi (cho) ba người\n[01* dtừ]\n- ba, gồm ba
three-stage booster [01/'θri:steidʒ,bu:stə/]	[01* dtừ]\n- tên lửa ba tầng
three-star general [01/'θri:sta:'dʒen(ə) r(ə) l/]	[01* dtừ]\n-(tục) quần đội tướng ba sao; trung tướng
three-times	[01* phtừ]\n- ba lần
three-wheeler [01/'θri:wi:lə/]	[01* dtừ]\n- xe ba bánh
threnetic [01/θri'netik/]	- Cách viết khác : [03threnetical]
threnode [01/'θrinoud/]	[01* dtừ]\n- bài điếu ca
threnody [01/'θrinədi/]	như [03threnode]
thresh [01/θre∫/]	[01* đtừ]\n- đập (lúa) ; đập lúa
thresher [01/'θre∫ə/]	[01* dtừ]\n- máy đập lúa; người đập lúa\n- (động vật) cá nhám đuôi dài
threshing [01/'θre∫iη/]	[01* dtừ]\n- sự đập (lúa) 
threshing-floor [01/'θre∫iηflɔ:/]	như [03thrashing-floor]
threshing-machine [01/'θre∫iη mə'∫i:n/]	như [03thrashing-machine]
threshing-mill [01/'θre∫iηmil/]	- xem [03thrashing-mill] 
threshold [01/'θre∫hould/]	[01* dtừ]\n- ngưỡng cửa\n[02= to lay a sin a another's threshold] đổ tội cho người khác\n- bước đầu, ngưỡng cửa\n[02= to stand on the threshold of life] đứng trước ngưỡng cửa của cuộc đời\n[02= on the threshold of a revolution] bước vào một cuộc cách mạng\n[02= on the threshold of a new century] bước vào một thế kỷ mới\n- (tâm lý học) ngưỡng
threw [01/θrou/]	như [03throw]
thrice [01/θrais/]	[01* phtừ]\n- (cổ),(thơ ca) ba lần\n[02= thrice as much] bằng ba chừng ấy
thrift [01/θrift/]	[01* dtừ]\n- sự tiết kiệm; tính tiết kiệm, tính tằn tiện\n- (thực vật) cây thạch thung dung
thriftbox [01/'θriftbɔks/]	[01* dtừ]\n- ống tiền; bùng binh
thriftily [01/'θriftili/]	[01* phtừ]\n- tiết kiệm, tằn tiện
thriftiness [01/'θriftinis/]	[01* dtừ]\n- sự tiết kiệm; tính tiết kiệm, tính tằn tiện
thriftless [01/'θriftlis/]	[01* ttừ]\n- không tiết kiệm, hoang phí, xa hoa lãng phí\n[02= what thriftless waste of time!] lãng phí thì giờ quá!
thriftlessness [01/'θriftlisnis/]	[01* dtừ]\n- tính không tiết kiệm, tính hoang phí, tinh xa hoa lãng phí
thrifty [01/'θrifti/]	[01* ttừ]\n- tiết kiệm, tằn tiện\n- (Mỹ) thịnh vượng, phồn vinh
thrill [01/θril/]	[01* dtừ]\n- sự run lên, sự rộn lên, sự rộn ràng (vì sung sướng) ; sự rùng mình (kinh sợ)\n[02= a thrill of joy] sự vui sướng rộn ràng\n[02= a thrill of terror] sự rùng mình khiếp sợ\n- (y) sự run; tiếng run (của tim, phổi)\n- (lóng) câu chuyện cảm động; câu chuyện giật gân, câu chuyện ly kỳ\n[01* ngđtừ]\n- làm rùng mình, làm run lên; làm rộn ràng, làm xúc động, làm hồi hộp\n[02= to be thrilled with joy] sướng run lên\n[02= the match thrills the crowd] cuộc đấu làm cho đám đông rất hồi hộp\n[01* nđtừ]\n- rùng mình, run lên; rộn ràng, hồi hộp\n[02= to thrill with delight] sướng run lên, sướng rộn ràng\n- rung lên, ngân lên\n[02= the orator's voice thrilled through the crowsd] giọng nói của diễn giả rung lên qua đám đông\n- rung cảm, rung động\n[02= how that violin thrills!] tiếng viôlông ấy mới rung cảm làm sao!
thriller [01/'θrilə/]	[01* dtừ]\n- câu chuyện cảm động\n- (lóng) câu chuyện giật gân, câu chuyện ly kỳ; truyện trinh thám
thrilling [01/'θriliη/]	[01* ttừ]\n- làm rùng mình; cảm động, xúc động, hồi hộp, ly kỳ
thrive [01/θraiv/]	[01* nđtừ] [02throve, thrived; thriven, thrived]\n- thịnh vượng, phát đạt\n[02= an enterprise can't thrive without good management] quản lý không tốt thì xí nghiệp không thể phát đạt được\n- lớn nhanh, mau lớn, phát triển mạnh\n[02= children thrive on fresh air and good food] trẻ em chóng lớn nhờ không khí mát mẻ và ăn uống tốt
thrived [01/'θraivd/]	- xem [03thrive] 
thriven [01/θraiv/]	như [03thrive]
thriving [01/'θraiviη/]	[01* dtừ]\n- sự giàu có, sự phát đạt, sự thịnh vượng\n- sự lớn lên, sự khoẻ lên, sự phát triển mạnh\n[01* ttừ]\n- giàu có, thịnh vượng\n- lớn mạnh, mau lớn, phát triển mạnh
thro [01/θru:/]	như [03thro']
thro' [01/θru:/]	[01* gtừ]\n- qua, xuyên qua, suốt\n[02= to walk through a wood] đi xuyên qua rừng\n[02= to look through the window] nhìn qua cửa sổ\n[02= to get through an examination] thi đỗ, qua kỳ thi trót lọt\n[02= to see through someone] nhìn thấu ý nghĩ của ai, đi guốc vào bụng ai\n[02= through the night] suốt đêm\n- do, vì, nhờ, bởi, tại\n[02= through whom did you learn that?] do ai mà anh biết điều đó?\n[02= through ignorance] do (vì) dốt nát\n[01* phtừ]\n- qua, xuyên qua, suốt, từ đầu đến cuối\n[02= the crowd was so dense that I could not get through] đám đông dày đặc quá tôi không sao đi qua được\n[02= to sleep the whole night through] ngủ suốt cả đêm\n[02= to read a book through] đọc cuốn sách từ dầu đến cuối\n[02= the train runs through to Hanoi] xe lửa chạy suốt tới Hà nội\n- đến cùng, hết\n[02= to go through with some work] hoàn thành công việc gì đến cùng\n- hoàn toàn\n[02= to be wet through] ướt như chuột lột\n- đã nói chuyện được (qua dây nói) ; (Mỹ) đã nói xong (qua dây nói)\n[04! all through]\n- suốt từ đầu đến cuối\n[02= I knew that all through] tôi biết cái đó từ đầu đến cuối\n[04! to be through with]\n- làm xong, hoàn thành (công việc...)\n- đã đủ, đã chán; đã mệt (về việc gì)\n[04! to drop through]\n- thất bại, không đi đến kết quả nào\n[01* ttừ]\n- suốt, thẳng\n[02= a through train] xe lửa chạy suốt\n[02= a through ticket] vé suốt\n[02= a through passenger] khác đi suốt
throat [01/θrout/]	[01* dtừ]\n- họng, cuống họng\n[02= to grip someone by the throat] bóp cổ ai\n- lỗ hẹp; cổ (chai) ; cửa (lò cao)\n- khúc sông hẹp (giữa hai vách đá)\n[04! to jump down somebody's throat]\n- xem [03jump]\n[04! to feel (have) a lump in the throat]\n- xem [03lump]\n[04! to ram something down someone's throat]\n- bắt ai phải thừa nhận cái gì, bắt ai phải nghe cái gì\n[04! words stick in one's throat]\n- những lời nói cứ ở cổ khó nói ra được
throatily [01/'θroutili/]	[01* phtừ]\n- phát ra sâu trong cổ; thuộc yết hầu\n- nghe khàn khàn
throatiness [01/'θroutinis/]	[01* dtừ]\n- sự phát ra sâu trong cổ; tình trạng thuộc yết hầu\n- sự khàn khàn
throaty [01/'θrouti/]	[01* ttừ]\n- ở cổ, khàn khàn (giọng) 
throb [01/θrɔb/]	[01* dtừ]\n- sự đập mạnh, sự đập nhanh, sự đập rộn lên (của mạch, tim...)\n[02= the throbs of the heart] những tiếp đập rộn của tim\n- sự rộn ràng, sự hồi hộp\n[02= a throb of joy] niềm vui sướng rộn ràng\n[01* nđtừ]\n- đập mạnh, đập nhanh; rộn lên\n[02= his wound throb bed with pain] vết thương của anh ấy nhức nhối\n[02= head throb bed] đầu óc choáng váng\n- rộn ràng, hồi hộp
throbbing [01/θrɔbiη/]	[01* dtừ]\n- sự đập mạnh, sự đập nhanh, sự rộn lên; tiếng đập mạnh\n- sự rộn ràng\n[01* ttừ]\n- đập mạnh (tim, mạch...)\n- nhói, nhoi nhói\n[02= a throbbing pain] sự đau nhói\n- rộn ràng
throe [01/θrouz/]	[01* dtừ, (thường) số nhiều]\n- sự đau dữ dội\n[02= the throes of death] sự giãy chết\n- (bóng) nỗi đau khổ, nỗi thống khổ, nỗi khổ sở\n[01* nđtừ]\n- (hiếm) quằn quại
throes	[01* dtừ]\n- sự đau dữ dội; những cơn đau dữ dội\n[01* nđtừ]\n- <hiếm> quằn quại
thrombi [01/'θrɔmbai/]	- số nhiều của [03thrombus]
thromboses [01/'θrɔm'bousi:z/]	- số nhiều của [03thrombosis]
thrombosis [01/θrɔm'bousis/]	[01* dtừ]\n- (y) chứng nghẽn mạch
thrombus [01/'θrɔmbəs/]	[01* dtừ s/n thrombi]\n- (y) cục nghẽn
throne [01/θroun/]	[01* dtừ]\n- ngai, ngai vàng; ngôi, ngôi vua\n[02= to come to the throne] lên ngôi vua\n[02= to succeed to the throne] nối ngôi\n[02= to lose one's throne] mất ngôi\n[01* ngđtừ]\n- (thơ ca) đưa lên ngôi, tôn làm vua
throng [01/θrɔη/]	[01* dtừ]\n- đám đông\n[01* ngđtừ]\n- xúm đông, xúm quanh; làm chật ních\n[02= thronged withn people] đông người xúm quanh, chật ních những người\n[01* nđtừ]\n- tụ họp thật đông, xúm lại, kéo đến chật ních
throstle [01/'θrɔstl/]	[01* dtừ]\n- (động vật) chim hét\n- máy kéo chỉ ((cũng) [03throstle-frame] ) 
throstle-frame [01/'θrɔstl'freim/]	[01* dtừ]\n- máy kéo chỉ ((cũng) [03throstle] ) 
throttle [01/'θrɔtl/]	[01* dtừ]\n- hầu, họng\n- (kỹ) van tiết lưu, van bướm ((cũng) [03throttle-valve] )\n[04! at full throttle]\n- mở hết ga (ô tô)\n[04! to close the throttle]\n- giảm tốc độ\n[04! to open the throttle]\n- tăng tốc độ\n[01* ngđtừ]\n- bóp cổ, bóp hầu\n- bóp nghẹt, đàn áp, trấn áp\n[02= the tyrant throttled freedom] tên bạo chúa bóp nghẹt tự đo\n- (kỹ) tiết lưu\n[04! to throttle down]\n- giảm tốc độ (của ô tô, máy) 
throttle-valve [01/'θrɔtl'vælv/]	[01* dtừ]\n- (kỹ) van tiết lưu, van bướm ((cũng) [03throttle] ) 
through [01/θru:/]	[01* gtừ]\n- qua, xuyên qua, suốt\n[02= to walk through a wood] đi xuyên qua rừng\n[02= to look through the window] nhìn qua cửa sổ\n[02= to get through an examination] thi đỗ, qua kỳ thi trót lọt\n[02= to see through someone] nhìn thấu ý nghĩ của ai, đi guốc vào bụng ai\n[02= through the night] suốt đêm\n- do, vì, nhờ, bởi, tại\n[02= through whom did you learn that?] do ai mà anh biết điều đó?\n[02= through ignorance] do (vì) dốt nát\n[01* phtừ]\n- qua, xuyên qua, suốt, từ đầu đến cuối\n[02= the crowd was so dense that I could not get through] đám đông dày đặc quá tôi không sao đi qua được\n[02= to sleep the whole night through] ngủ suốt cả đêm\n[02= to read a book through] đọc cuốn sách từ dầu đến cuối\n[02= the train runs through to Hanoi] xe lửa chạy suốt tới Hà nội\n- đến cùng, hết\n[02= to go through with some work] hoàn thành công việc gì đến cùng\n- hoàn toàn\n[02= to be wet through] ướt như chuột lột\n- đã nói chuyện được (qua dây nói) ; (Mỹ) đã nói xong (qua dây nói)\n[04! all through]\n- suốt từ đầu đặn cuối\n[02= I knew that all through] tôi biết cái đó từ đầu đến cuối\n[04! to be through with]\n- làm xong, hoàn thành (công việc...)\n- đã đủ, đã chán; đã mệt (về việc gì)\n[04! to drop through]\n- thất bại, không đi đến kết quả nào\n[01* ttừ]\n- suốt, thẳng\n[02= a through train] xe lửa chạy suốt\n[02= a through ticket] vé suốt\n[02= a through passenger] khác đi suốt
through and through [01/'θru:ənd'θru:/]	[01* phtừ]\n- hoàn toàn\n[02= to be wet through_and_through] bị ướt sạch\n[02= to look someone through_and_through] nhìn ai từ đầu đến chân\n- trở đi trở lại\n[02= to read a book through_and_through] đọc đi đọc lại một cuốn sách
through passenger	[01* dtừ]\n- khách đi suốt (trên tàu) 
throughly [01/'θru:li/]	[01* phtừ]\n- (hiếm)(như) [03thoroughly] 
throughout [01/θru:'aut/]	[01* gtừ & phtừ]\n- từ đầu đến cuối, khắp, suốt\n[02= throughout his life] suốt đời anh ta\n[02= throughout the year] suốt năm\n[02= throughout the world] khắp thế giới\n[02= the house is well furnished throughout] khắp nhà đều có đầy đủ đồ đạc
throughput [01/'θru:put/]	[01* dtừ]\n- số lượng vật liệu đưa vào một quá trình (nhất là cho một thời gian được nói rõ) 
throughway [01/'θru:wei/]	như [03expressway]
throve [01/θraiv/]	như [03thrive]
throw [01/θrou/]	[01* dtừ]\n- sự ném, sự vứt, sự quăng, sự liệng\n- khoảng ném xa\n- (thể thao) sự vật ngã, sự quăng xuống đất\n- (địa) xê dịch của phay\n[01* ngđtừ threw; thrown]\n- ném, vứt, quăng, quẳng, liệng, lao\n[02= to throw oneself forwards] lao tới, xông tới trước\n- (thể thao) vật ngã\n[02= to throw an opponent] vật ngã một địch thủ\n- (bóng) ném vào, mang vào, đưa vào\n[02= to throw someone into an prison] bỏ ai vào tù\n[02= to throw all one's energies into an undertaking] đem hết sức mình vào một việc gì\n[02= to throw a look at] đưa mắt nhìn, lườm\n[02= to throw light on a matter] soi sáng (nêu rõ) một vấn đề\n- (bóng) làm cho rơi vào, bỗng đẩy vào (một tình trạng)\n[02= to throw the crowd into disorder] làm cho đám đông rối loạn\n[02= to be thrown upon] thuộc về, rôi vào đầu (ai) trách nhiệm, công việc)\n- lột (da) ; thay (lông)\n[02= the snake throws its skin] rắn lột da\n[02= the bird throws its feather] chim thay lông\n- đẻ (thỏ, chim bồ câu...)\n- xe (tơ)\n- nắn hình, trau (đồ gốm trên bàn quay)\n[01* nđtừ]\n- ném, quăng\n- chơi súc sắc\n[04! to throw about]\n- quẳng chỗ này chỗ nọ, vứt bừa bãi, vung phí\n[02= to throw one's money about] xài phí tiền bạc\n[04! to throw aside]\n- quẳng ra một bên, ném ra một bên\n[04! to throw away]\n- ném đi, vứt đi, liệng đi, bỏ rơi vãi\n[02= to throw away a card] vứt con bài xấu\n[02= to throw away a chance] bỏ qua một cơ hội\n[02= to throw away one's life] bỏ phí cuộc đời, hy sinh cuộc đời một cách vô ích\n[02= it was throwing words away] chỉ uổng lời\n[02= advice is thrown away on him] khuyên hắn chỉ phí lời\n[02= she threw herself away on a scoundrel] cô ta lấy một tên vô lại thật là phí cả cuộc đời\n[04! to throw back]\n- ném lại, quăng trở lại; đẩy lùi; phản chiếu, phản xạ\n[02= to throw back a part of light] phản chiếu lại một phần ánh sáng\n- (sinh vật) lại giống\n[04! to throw by]\n- để lại, bỏ lại, gạt ra\n[04! to throw in]\n- ném vào, vứt vào; xen vào; thêm\n[02= to throw oneself in] bắt tay vào, lao mình vào\n[04! to throw off]\n- ném đi, quăng đi; phun ra; bỏ, bỏ đi\n[02= to throw off one's pursuers] bỏ (thoát khỏi) những kẻ đuổi theo\n[02= to throw off an epigram] đưa ra một bài thơ trào phúng\n- thả (chó săn)\n- (bóng) bắt đầu, khởi sự\n- làm cho trật bánh (xe lửa)\n- cởi (quần áo)\n[04! to throw out]\n- ném ra, quăng ra; đuổi ra, đẩy ra; phóng ra, phát ra\n[02= to throw out one's chest] ưỡn ngực ra\n[02= to throw out a challenge] thách đấu\n- đem toàn sức, bắt tay ào\n- vượt, át; phá ngang\n- văng (lời thoá mạ)\n- phủ nhận, bác (một đạo luật)\n- đâm (rễ)\n[04! to throw over]\n- rời bỏ\n[04! to throw together]\n- hợp lại, tập trung lại, tụ họp lại\n[04! to throw up]\n- (y) thổ ra, nôn ra\n- kéo lên (mành mành...)\n- bỏ, thôi (việc)\n[02= to throw up one's eyes] trợn mắt lên (sợ hãi)\n[04! to throw in one's lot with someone]\n- cùng chia sẻ số phận với ai\n[04! to throw oneself down]\n- nằm vật xuống\n[04! to throw oneself on (upon)]\n- phó mặc cho\n[02= to throw oneself on the mercy of the court] phó mặc cho toà xét xử\n[04! to throw open]\n- mở to, mở tung, mở mạnh; (bóng) mở cửa, để mặc\n[02= to throw open the door to abuses] mặc cho tha hồ nhung lạm\n[04! to throw up the sponge]\n- chịu thua (đánh quyền Anh...) 
throwaway [01/'θrouə,wei/]	[01* dtừ]\n- (tục) vật được làm ra để sử dụng một lần rồi vất luôn\n- đứa trẻ bơ vơ phải sống trên đường phố; trẻ đường phố\n[01* ttừ]\n- được làm ra để sử dụng một lần rồi vất luôn\n[02= Throwaway glasses/tissues/razors] Cốc/khăn giấy/dao cạo dùng một lần rồi vất luôn\n- bâng quơ; không nhắm vào ai\n[02= A throwaway remark] Lời nhận xét bâng quơ
throw-back [01/'θroubæk/]	[01* dtừ]\n- sự giật lùi, sự lùi lại\n- (sinh vật) sự lại giống
thrower [01/'θrouə/]	[01* dtừ]\n- người ném, người vứt, người quăng, người liệng\n- (thể thao) người ném bóng\n- người chơi súc sắc\n- người xe tơ\n- người nắn hình đồ gốm, người trau đồ gốm (trên bàn quay) 
throw-in [01/'θrəʊin/]	[01* dtừ]\n- sự ném biên (bóng đá), cú ném biên
throwing [01/'θro(u) iη/]	[01* dtừ]\n- ném; vứt; quăng\n- bàn quay (nặn đồ gốm)\n- sự xe tơ
throwing-mill [01/'θro(u) iηmil/]	[01* dtừ]\n- xưởng dệt lụa\n- máy dệt lụa
throwing-wheel [01/'θro(u) iηwi:l/]	[01* dtừ]\n- bàn quay (nặn đồ gốm) 
thrown	như [03throw]
throw-off [01/'θrou(') ɔ(:) f/]	[01* dtừ]\n- (thể thao) sự bắt đầu sự xuất phát
throw-out [01/θrou(') aut/]	[01* dtừ]\n- sự bỏ đi; sự vứt đi\n- (số nhiều) phế phẩm; đồ thải; cặn bã
throw-way [01/'θrou'wei/]	[01* ttừ]\n- bỏ đi sau khi dùng\n- được nói một cách (lửng lơ) cố ý không nhấn mạnh
thru [01/θru:/]	[01* gtừ & phtừ]\n- (Mỹ)(như) [03through] 
thrum [01/θrʌm/]	[01* dtừ]\n- đầu sợi (còn sót lại ở khung cửi khi lấy vải ra)\n- sợi to, sợi thô\n[04! thread and thrum]\n- xô bồ, cả tốt lẫn xấu\n[01* ngđtừ]\n- dệ bằng đầu sợi thừa\n[01* dtừ]\n- tiếng gõ nhẹ\n- tiếng búng (đàn ghita)\n[01* đtừ]\n- gõ nhẹ, vỗ nhẹ\n- búng (đàn ghita)\n- (Mỹ) kể lể giọng đều đều
thrummy [01/'θrʌmi/]	[01* ttừ]\n- có nhiều đầu sợi thừa
thrush [01/θrʌ∫/]	[01* dtừ]\n- (động vật) chim hét\n- (y) tưa (bệnh trẻ con) 
thrust [01/θrʌst/]	[01* dtừ]\n- sự đẩy mạnh, sự xô đẩy\n[02= to give a thrust] đẩy mạnh\n- nhát đâm (dao găm, mũi kiếm)\n- (qsự) cuộc tấn công mạnh (để chọc thủng phòng tuyến), sự đột phá, sự thọc sâu\n- sự công kích (trong cuộc tranh luận)\n- (thể thao) sự tấn công thình lình\n- sức đè, sức ép (giữa các bộ phận trong một cơ cấu)\n- sự đè gãy (cột chống trong mỏ than)\n[01* ngđtừ thrust]\n- đẩy, ấn mạnh, tống, thọc\n[02= to thrust the hands into the pockets] thọc tay vào túi\n[02= to thrust the needle of the syringe into the arm] thọc kim tiêm vào cánh tay\n- nhét, giúi cái gì vào tay ai\n- bắt phải theo, bắt nhận\n[02= to thrust one's opinion upon someone] bắt ai theo ý kiến mình\n[02= to thrust something upon someone] bắt ai phải nhận một cái gì\n[01* nđtừ]\n- xô đẩy, đẩy mạnh, ấn mạnh\n- (+[04 into, through...]) chui, len\n- (thể thao) đâm một nhát\n[04! to thrust at]\n- đâm một nhát, đâm một mũi\n[04! to thrust back]\n- đẩy lùi\n[04! to thrust down]\n- đẩy xuống\n[04! to thrust forward]\n- đẩy tới trước, xô ra trước\n- đưa (tay) tới\n[04! to thrust in]\n- thọc vào, giúi vào, nhét\n[04! to thrust on]\n- lao, xông tới\n[04! to thrust out]\n- duỗi (chân) ; lè (lưỡi) ; ưỡn (ngực)\n- đuổi ra, tống ra\n[04! to thrust past]\n- xô ra để đi\n[04! to thrust through]\n- đâm qua, chọc qua\n[02= to thrust one's way through the crowd] len qua đám đông\n[04! to thrust and parry]\n- đấu tài đấu trí, tranh khôn tranh khéo\n[04! to thrust oneself forward]\n- len vào, chen để đi\n- làm cho người ta để ý đến mình
thruster [01/'θrʌstə/]	[01* dtừ]\n- người tự đề cao (để giành một lợi thế) 
thud [01/θʌd/]	[01* dtừ]\n- tiếng uỵch, tiếng thịch\n[02= to fall with a heavy thud] ngã uỵch một cái\n[01* nđtừ]\n- ngã uỵch
thug [01/θʌg/]	[01* dtừ]\n- (sử học) kẻ sát nhân (thuộc một giáo phái ở Ân-độ, giết người ngoài để cúng thần)\n- kẻ cướp; côn đồ, du côn, ác ôn
thuggee [01/'θʌgi:/]	[01* dtừ]\n- (sử học) môn phái sát nhân (ở Ân-độ) ; giáo lý của môn phái sát nhân\n- nghề ăn cướp; thói du côn, thói côn đồ
thuggery [01/'θʌgəri/]	như [03thuggee]
thuggism [01/'θʌgizəm/]	như [03thuggee]
thulium [01/'θu:liəm/]	[01* dtừ]\n- chất thu-li-um (thuộc họ lanthan) 
thumb [01/θʌm/]	[01* dtừ]\n- ngón tay cái\n- ngón tay cái của găng tay\n[04! to be under someone's thumb]\n- bị ai thống trị, bị ai kiềm chế; ở dưới quyền ai\n[04! to bite one's thumb at somebody]\n- lêu lêu chế nhạo ai\n[04! his fingers are all thumbs]\n- nó vụng về hậu đậu\n[04! thumbs down]\n- dấu ra hiệu từ chối (không tán thành)\n[04! thumbs up]\n- dấu ra hiệu đồng ý (tán thành)\n[01* ngđtừ]\n- dở qua (trang sách)\n[02= to thumb the pages of a book] dở qua trang sách\n- vận dụng vụng về, điều khiển vụng về\n[02= to thumb the piano] đánh pianô vụng về\n[04! to thumb one's nose at someone]\n- (tục) để ngón tay cái lên mũi để chế nhạo ai, lêu lêu ai; nhạo ai, miệt thị ai
thumbed [01/θʌmd/]	[01* ttừ]\n- có răng; hình răng cưa (mào gà)\n- bị bôi bẩn; nhàu nát (sách) 
thumb-index [01/'θʌm'indeks/]	[01* dtừ]\n- dãy những khía có ghi chữ, cắm lẹm vào rìa một suốn sách dùng để nhận ra vị trí của các phần khác nhau trong đó (những từ bắt đầu bằng một chữ nào đó trong một cuốn từ điển) 
thumb-nail [01/'θʌm'neil/]	[01* dtừ]\n- móng ngón tay cái\n[04! thumb-nail sketch]\n- bức chân dung nhỏ (bằng móng tay)\n- bản phác thảo ngắn
thumbprint [01/'θʌmprint/]	[01* dtừ]\n- dấu ấn chỉ ngón cái (trong căn cước) 
thumbscrew [01/'θʌm'skru:/]	[01* dtừ]\n- (kỹ) ốc tai hồng\n- (sử học) cái kẹp ngón tay cái (dụng cụ tra tấn) 
